id,name,clearance,giftBox,giftCoin,bloodAddition,label,labelSpe
72,72,1,0,0,364.5,3,1
73,73,1,0,0,364.5,0,0
74,74,1,0,0,364.5,0,0
75,75,1,0,0,364.5,0,0
76,76,1,0,0,364.5,0,0
77,77,1,0,0,364.5,0,0
78,78,1,0,0,364.5,0,0
79,79,1,0,0,729,0,0
80,80,1,0,0,729,2,0
81,81,1,0,0,729,3,0
82,82,1,0,0,729,0,0
83,83,1,0,0,729,0,0
84,84,1,0,0,729,0,1
85,85,1,0,0,729,0,0
86,86,1,0,0,729,0,0
87,87,1,0,0,729,0,0
88,88,2,0,0,729,1,0
89,89,1,0,0,729,0,0
90,90,1,0,0,729,2,0
91,91,1,0,0,729,0,0
92,92,1,0,0,729,0,0
93,93,1,0,0,1093.5,0,0
94,94,1,0,0,1093.5,0,0
95,95,1,0,0,1093.5,0,0
96,96,2,0,0,1093.5,1,1
97,97,1,0,0,1093.5,0,0
98,98,1,0,0,1093.5,0,0
99,99,1,0,0,1093.5,3,0
100,100,1,0,0,1093.5,2,0
101,101,1,0,0,1093.5,0,0
102,102,1,0,0,1093.5,0,0
103,103,1,0,0,1093.5,0,0
104,104,2,0,0,1093.5,1,0
105,105,1,0,0,1093.5,0,0
106,106,1,0,0,2187,0,0
107,107,1,0,0,2187,0,0
108,108,1,0,0,2187,3,1
109,109,1,0,0,2187,0,0
110,110,1,0,0,2187,2,0
111,111,1,0,0,2187,0,0
112,112,2,0,0,2187,1,0
113,113,1,0,0,2187,0,0
114,114,1,0,0,2187,0,0
115,115,1,0,0,2187,0,0
116,116,1,0,0,2187,0,0
117,117,1,0,0,2187,3,0
118,118,1,0,0,2187,0,0
119,119,1,0,0,2187,0,0
120,120,1,0,0,2187,2,1
121,121,1,0,0,2187,0,0
122,122,1,0,0,2187,0,0
123,123,1,0,0,2187,0,0
124,124,1,0,0,3280.5,0,0
125,125,1,0,0,3280.5,0,0
126,126,1,0,0,3280.5,3,0
127,127,1,0,0,3280.5,0,0
128,128,2,0,0,3280.5,1,0
129,129,1,0,0,3280.5,0,0
130,130,1,0,0,3280.5,2,0
131,131,1,0,0,3280.5,0,0
132,132,1,0,0,3280.5,0,1
133,133,1,0,0,3280.5,0,0
134,134,1,0,0,3280.5,0,0
135,135,1,0,0,3280.5,3,0
136,136,2,0,0,3280.5,1,0
137,137,1,0,0,6561,0,0
138,138,1,0,0,6561,0,0
139,139,1,0,0,6561,0,0
140,140,1,0,0,6561,2,0
141,141,1,0,0,6561,0,0
142,142,1,0,0,6561,0,0
143,143,1,0,0,6561,0,0
144,144,1,0,0,6561,3,1
145,145,1,0,0,6561,0,0
146,146,1,0,0,6561,0,0
147,147,1,0,0,6561,0,0
148,148,1,0,0,6561,0,0
149,149,1,0,0,6561,0,0
150,150,1,0,0,6561,2,0
151,151,1,0,0,6561,0,0
152,152,1,0,0,6561,0,0
153,153,1,0,0,6561,0,0
154,154,1,0,0,6561,0,0
155,155,1,0,0,6561,0,0
156,156,1,0,0,6561,0,1
157,157,1,0,0,6561,0,0
158,158,1,0,0,9841.5,0,0
159,159,1,0,0,9841.5,0,0
160,160,1,0,0,9841.5,2,0
161,161,1,0,0,9841.5,0,0
162,162,1,0,0,9841.5,0,0
163,163,1,0,0,9841.5,0,0
164,164,1,0,0,9841.5,0,0
165,165,1,0,0,9841.5,0,0
166,166,1,0,0,9841.5,0,0
167,167,1,0,0,9841.5,0,0
168,168,2,0,0,9841.5,1,1
169,169,1,0,0,9841.5,0,0
170,170,1,0,0,9841.5,2,0
171,171,1,0,0,9841.5,0,0
172,172,1,0,0,9841.5,0,0
173,173,1,0,0,9841.5,0,0
174,174,1,0,0,9841.5,3,1
175,175,1,0,0,9841.5,0,0
176,176,1,0,0,9841.5,0,0
177,177,1,0,0,9841.5,0,0
178,178,1,0,0,9841.5,0,0
179,179,1,0,0,19683,0,0
180,180,1,0,0,19683,2,0
181,181,1,0,0,19683,0,0
182,182,1,0,0,19683,0,0
183,183,1,0,0,19683,0,0
184,184,1,0,0,19683,0,0
185,185,1,0,0,19683,0,0
186,186,1,0,0,19683,0,1
187,187,1,0,0,19683,0,0
188,188,1,0,0,19683,0,0
189,189,1,0,0,19683,0,0
190,190,1,0,0,19683,2,0
191,191,1,0,0,19683,0,0
192,192,1,0,0,19683,0,0
193,193,1,0,0,19683,0,0
194,194,1,0,0,19683,0,0
195,195,1,0,0,19683,0,0
196,196,1,0,0,19683,0,0
197,197,1,0,0,19683,0,0
198,198,2,0,0,19683,1,1
199,199,1,0,0,19683,0,0
200,200,1,0,0,19683,2,0
201,201,1,1,1,19683,0,0
202,202,1,2,2,19683,0,0
203,203,1,3,3,19683,0,0
204,204,2,4,4,19683,1,0
205,205,1,5,5,19683,0,0
206,206,1,6,6,29524.5,0,0
207,207,1,7,7,29524.5,0,0
208,208,1,8,8,29524.5,3,1
209,209,1,9,9,29524.5,0,0
210,210,1,10,10,29524.5,2,0
211,211,1,11,11,29524.5,0,0
212,212,2,12,12,29524.5,1,0
213,213,1,13,13,29524.5,0,0
214,214,1,14,14,29524.5,0,0
215,215,1,15,15,29524.5,0,0
216,216,1,16,16,29524.5,0,0
217,217,1,17,17,29524.5,3,0
218,218,1,18,18,29524.5,0,0
219,219,1,19,19,29524.5,0,0
220,220,1,20,20,29524.5,2,1
221,221,1,21,21,29524.5,0,0
222,222,1,22,22,29524.5,0,0
223,223,1,23,23,29524.5,0,0
224,224,1,24,24,29524.5,0,0
225,225,1,25,25,29524.5,0,0
226,226,1,26,26,29524.5,3,0
227,227,1,27,27,29524.5,0,0
228,228,2,28,28,29524.5,1,0
229,229,1,29,29,29524.5,0,0
230,230,1,30,30,29524.5,2,0
231,231,1,31,31,59049,0,0
232,232,1,32,32,59049,0,1
233,233,1,33,33,59049,0,0
234,234,1,34,34,59049,0,0
235,235,1,35,35,59049,3,0
236,236,2,36,36,59049,1,0
237,237,1,37,37,59049,0,0
238,238,1,38,38,59049,0,0
239,239,1,39,39,59049,0,0
240,240,1,40,40,59049,2,0
241,241,1,41,41,59049,0,0
242,242,1,42,42,59049,0,0
243,243,1,43,43,59049,0,0
244,244,1,44,44,59049,3,1
245,245,1,45,45,59049,0,0
246,246,1,46,46,59049,0,0
247,247,1,47,47,59049,0,0
248,248,1,48,48,59049,0,0
249,249,1,49,49,59049,0,0
250,250,1,50,50,59049,2,0
251,251,1,51,51,59049,0,0
252,252,1,52,52,59049,0,0
253,253,1,53,53,59049,0,0
254,254,1,54,54,59049,0,0
255,255,1,55,55,59049,0,0
256,256,1,56,56,59049,0,1
257,257,1,57,57,59049,0,0
258,258,1,58,58,59049,0,0
259,259,1,59,59,59049,0,0
260,260,1,60,60,59049,2,0
261,261,1,61,61,88573.5,0,0
262,262,1,62,62,88573.5,0,0
263,263,1,63,63,88573.5,0,0
264,264,1,64,64,88573.5,0,0
265,265,1,65,65,88573.5,0,0
266,266,1,66,66,88573.5,0,0
267,267,1,67,67,88573.5,0,0
268,268,2,68,68,88573.5,1,1
269,269,1,69,69,88573.5,0,0
270,270,1,70,70,88573.5,2,0
271,271,1,71,71,88573.5,0,0
272,272,1,72,72,88573.5,0,0
273,273,1,73,73,88573.5,0,0
274,274,1,74,74,88573.5,3,1
275,275,1,75,75,88573.5,0,0
276,276,1,76,76,88573.5,0,0
277,277,1,77,77,88573.5,0,0
278,278,1,78,78,88573.5,0,0
279,279,1,79,79,88573.5,0,0
280,280,1,80,80,88573.5,2,0
281,281,1,81,81,88573.5,0,0
282,282,1,82,82,88573.5,0,0
283,283,1,83,83,88573.5,0,0
284,284,1,84,84,88573.5,0,0
285,285,1,85,85,88573.5,0,0
286,286,1,86,86,88573.5,0,1
287,287,1,87,87,88573.5,0,0
288,288,1,88,88,88573.5,0,0
289,289,1,89,89,88573.5,0,0
290,290,1,90,90,88573.5,2,0
291,291,1,91,91,88573.5,0,0
292,292,1,92,92,88573.5,0,0
293,293,1,93,93,88573.5,0,0
294,294,1,94,94,88573.5,0,0
295,295,1,95,95,177147,0,0
296,296,1,96,96,177147,0,0
297,297,1,97,97,177147,0,0
298,298,2,98,98,177147,1,1
299,299,1,99,99,177147,0,0
300,300,1,100,100,177147,2,0
301,301,1,101,101,177147,0,0
302,302,1,102,102,177147,0,0
303,303,1,103,103,177147,0,0
304,304,2,104,104,177147,1,0
305,305,1,105,105,177147,0,0
306,306,1,106,106,177147,0,0
307,307,1,107,107,177147,0,0
308,308,1,108,108,177147,3,1
309,309,1,109,109,177147,0,0
310,310,1,110,110,177147,2,0
311,311,1,111,111,177147,0,0
312,312,2,112,112,177147,1,0
313,313,1,113,113,177147,0,0
314,314,1,114,114,177147,0,0
315,315,1,115,115,177147,0,0
316,316,1,116,116,177147,0,0
317,317,1,117,117,177147,3,0
318,318,1,118,118,177147,0,0
319,319,1,119,119,177147,0,0
320,320,1,120,120,177147,2,1
321,321,1,121,121,177147,0,0
322,322,1,122,122,177147,0,0
323,323,1,123,123,177147,0,0
324,324,1,124,124,177147,0,0
325,325,1,125,125,177147,0,0
326,326,1,126,126,177147,3,0
327,327,1,127,127,177147,0,0
328,328,2,128,128,177147,1,0
329,329,1,129,129,177147,0,0
330,330,1,130,130,177147,2,0
331,331,1,131,131,177147,0,0
332,332,1,132,132,177147,0,1
333,333,1,133,133,177147,0,0
334,334,1,134,134,177147,0,0
335,335,1,135,135,265720.5,3,0
336,336,2,136,136,265720.5,1,0
337,337,1,137,137,265720.5,0,0
338,338,1,138,138,265720.5,0,0
339,339,1,139,139,265720.5,0,0
340,340,1,140,140,265720.5,2,0
341,341,1,141,141,265720.5,0,0
342,342,1,142,142,265720.5,0,0
343,343,1,143,143,265720.5,0,0
344,344,1,144,144,265720.5,3,1
345,345,1,145,145,265720.5,0,0
346,346,1,146,146,265720.5,0,0
347,347,1,147,147,265720.5,0,0
348,348,1,148,148,265720.5,0,0
349,349,1,149,149,265720.5,0,0
350,350,1,150,150,265720.5,2,0
351,351,1,151,151,265720.5,0,0
352,352,1,152,152,265720.5,0,0
353,353,1,153,153,265720.5,0,0
354,354,1,154,154,265720.5,0,0
355,355,1,155,155,265720.5,0,0
356,356,1,156,156,265720.5,0,1
357,357,1,157,157,265720.5,0,0
358,358,1,158,158,265720.5,0,0
359,359,1,159,159,265720.5,0,0
360,360,1,160,160,265720.5,2,0
361,361,1,161,161,265720.5,0,0
362,362,1,162,162,265720.5,0,0
363,363,1,163,163,265720.5,0,0
364,364,1,164,164,265720.5,0,0
365,365,1,165,165,265720.5,0,0
366,366,1,166,166,265720.5,0,0
367,367,1,167,167,265720.5,0,0
368,368,2,168,168,265720.5,1,1
369,369,1,169,169,265720.5,0,0
370,370,1,170,170,265720.5,2,0
371,371,1,171,171,265720.5,0,0
372,372,1,172,172,531441,0,0
373,373,1,173,173,531441,0,0
374,374,1,174,174,531441,3,1
375,375,1,175,175,531441,0,0
376,376,1,176,176,531441,0,0
377,377,1,177,177,531441,0,0
378,378,1,178,178,531441,0,0
379,379,1,179,179,531441,0,0
380,380,1,180,180,531441,2,0
381,381,1,181,181,531441,0,0
382,382,1,182,182,531441,0,0
383,383,1,183,183,531441,0,0
384,384,1,184,184,531441,0,0
385,385,1,185,185,531441,0,0
386,386,1,186,186,531441,0,1
387,387,1,187,187,531441,0,0
388,388,1,188,188,531441,0,0
389,389,1,189,189,531441,0,0
390,390,1,190,190,531441,2,0
391,391,1,191,191,531441,0,0
392,392,1,192,192,531441,0,0
393,393,1,193,193,531441,0,0
394,394,1,194,194,531441,0,0
395,395,1,195,195,531441,0,0
396,396,1,196,196,531441,0,0
397,397,1,197,197,531441,0,0
398,398,2,198,198,531441,1,1
399,399,1,199,199,531441,0,0
400,400,1,200,200,531441,2,0
401,401,1,201,201,531441,0,0
402,402,1,202,202,531441,0,0
403,403,1,203,203,531441,0,0
404,404,2,204,204,531441,1,0
405,405,1,205,205,531441,0,0
406,406,1,206,206,531441,0,0
407,407,1,207,207,531441,0,0
408,408,1,208,208,531441,3,1
409,409,1,209,209,531441,0,0
410,410,1,210,210,531441,2,0
411,411,1,211,211,531441,0,0
412,412,2,212,212,531441,1,0
413,413,1,213,213,531441,0,0
414,414,1,214,214,531441,0,0
415,415,1,215,215,531441,0,0
416,416,1,216,216,531441,0,0
417,417,1,217,217,531441,3,0
418,418,1,218,218,531441,0,0
419,419,1,219,219,531441,0,0
420,420,1,220,220,531441,2,1
421,421,1,221,221,531441,0,0
422,422,1,222,222,531441,0,0
423,423,1,223,223,531441,0,0
424,424,1,224,224,797161.5,0,0
425,425,1,225,225,797161.5,0,0
426,426,1,226,226,797161.5,3,0
427,427,1,227,227,797161.5,0,0
428,428,2,228,228,797161.5,1,0
429,429,1,229,229,797161.5,0,0
430,430,1,230,230,797161.5,2,0
431,431,1,231,231,797161.5,0,0
432,432,1,232,232,797161.5,0,1
433,433,1,233,233,797161.5,0,0
434,434,1,234,234,797161.5,0,0
435,435,1,235,235,797161.5,3,0
436,436,2,236,236,797161.5,1,0
437,437,1,237,237,797161.5,0,0
438,438,1,238,238,797161.5,0,0
439,439,1,239,239,797161.5,0,0
440,440,1,240,240,797161.5,2,0
441,441,1,241,241,797161.5,0,0
442,442,1,242,242,797161.5,0,0
443,443,1,243,243,797161.5,0,0
444,444,1,244,244,797161.5,3,1
445,445,1,245,245,797161.5,0,0
446,446,1,246,246,797161.5,0,0
447,447,1,247,247,797161.5,0,0
448,448,1,248,248,797161.5,0,0
449,449,1,249,249,797161.5,0,0
450,450,1,250,250,797161.5,2,0
451,451,1,251,251,797161.5,0,0
452,452,1,252,252,797161.5,0,0
453,453,1,253,253,797161.5,0,0
454,454,1,254,254,797161.5,0,0
455,455,1,255,255,797161.5,0,0
456,456,1,256,256,797161.5,0,1
457,457,1,257,257,797161.5,0,0
458,458,1,258,258,797161.5,0,0
459,459,1,259,259,797161.5,0,0
460,460,1,260,260,797161.5,2,0
461,461,1,261,261,797161.5,0,0
462,462,1,262,262,797161.5,0,0
463,463,1,263,263,797161.5,0,0
464,464,1,264,264,797161.5,0,0
465,465,1,265,265,797161.5,0,0
466,466,1,266,266,797161.5,0,0
467,467,1,267,267,1594323,0,0
468,468,2,268,268,1594323,1,1
469,469,1,269,269,1594323,0,0
470,470,1,270,270,1594323,2,0
471,471,1,271,271,1594323,0,0
472,472,1,272,272,1594323,0,0
473,473,1,273,273,1594323,0,0
474,474,1,274,274,1594323,3,1
475,475,1,275,275,1594323,0,0
476,476,1,276,276,1594323,0,0
477,477,1,277,277,1594323,0,0
478,478,1,278,278,1594323,0,0
479,479,1,279,279,1594323,0,0
480,480,1,280,280,1594323,2,0
481,481,1,281,281,1594323,0,0
482,482,1,282,282,1594323,0,0
483,483,1,283,283,1594323,0,0
484,484,1,284,284,1594323,0,0
485,485,1,285,285,1594323,0,0
486,486,1,286,286,1594323,0,1
487,487,1,287,287,1594323,0,0
488,488,1,288,288,1594323,0,0
489,489,1,289,289,1594323,0,0
490,490,1,290,290,1594323,2,0
491,491,1,291,291,1594323,0,0
492,492,1,292,292,1594323,0,0
493,493,1,293,293,1594323,0,0
494,494,1,294,294,1594323,0,0
495,495,1,295,295,1594323,0,0
496,496,1,296,296,1594323,0,0
497,497,1,297,297,1594323,0,0
498,498,2,298,298,1594323,1,1
499,499,1,299,299,1594323,0,0
500,500,1,300,300,1594323,2,0
